                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                    9600                                      816                  1.0000000000000000E+000                  1.0000000000000000E-002                  1.0046999181888363E+010                  3.8866144358315956E+004                  4.7863202681099292E+003                  5.3144913570618051E+001                  1.0616617688792475E+001                  2.0753107875626654E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9014573168762554E-001                  5.0604514831875054E-005                  6.4282221571341676E-003                  1.6400835273135601E-003                  1.2568048926586040E-003                  9.5845555812154282E-001                 -2.2698233746422288E-011                  3.4541850510922500E-001                  5.9804330575976465E-004                  5.8582409419228265E-001                  1.7150012816062064E-002                  2.0888401870646930E-003                  3.0863954360769619E-003                  3.8309950800237387E-003                  4.7064570813968637E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.5845538598026070E-001                  1.0595952920449193E+001                  9.5845531966368480E-001                  1.0588844250385808E+001                  3.5377476326297468E+005                  3.8218674071227208E+004                  1.8034756173758066E+008                  4.1313812832034735E+001                  3.8276511956394764E+001                  2.8311722064981488E+000                  2.7140797121243874E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.1706470707115827E+017                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20260326" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56 
                                    mass                                   radius                               luminosity                                 pressure                                   logRho                                     logT                                   energy                                  entropy                                       cp                                   gamma1                                    grada                                       mu                                   free_e                                       ye                                     pgas                                     prad                                    gradr                                    gradT                                 velocity                                 conv_vel                                  opacity                                  eps_nuc                                       pp                                      cno                                 tri_alfa                        eps_nuc_neu_total                              non_nuc_neu                                 eps_grav                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                     si28                                      s32                                     ar36                                     ca40                                     ti44                                     cr48                                     fe52                                     fe54                                     fe56                                     ni56                                      eta                                log_omega                                    v_rot                                    j_rot                           dynamo_log_B_r                         dynamo_log_B_phi                               log_D_conv                               log_D_semi                                log_D_ovr                               log_D_thrm 
                 9.5845555812154282E-001                  1.0616617688792475E+001                  5.3144913570618051E+001                  7.3557148115877053E+003                 -7.6226310780151900E+000                  3.6800018748051651E+000                  1.9838703379458411E+012                  2.0220872846965037E+001                  1.6390799573238629E+008                  1.6544529605001386E+000                  3.9452532344799729E-001                  1.2864097877241929E+000                  2.3744457515798391E-004                  8.5456545009918994E-001                  7.3543912650119710E+003                  1.3235465757346658E+000                  1.2501138450932819E-001                  1.2501138450932819E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1125785455585348E-002                  3.5845885212529751E-027                  3.5845885212529751E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4340726110230183E-028                  0.0000000000000000E+000                 -1.3997867163481965E+000                  7.0868709057045132E-001                  1.3314288837850004E-003                  2.7993469220202521E-001                  1.7789381770402760E-003                  9.3093266926526981E-004                  5.6019023787544945E-003                  1.2564618982422384E-003                  4.7855322043634143E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9400807651571341E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.5845555812106342E-001                  1.0616617605062876E+001                  5.3144913570618392E+001                  7.3557545309033076E+003                 -7.6226290138692541E+000                  3.6800021679694956E+000                  1.9838706340613804E+012                  2.0220869484876374E+001                  1.6390799484598526E+008                  1.6544529223019775E+000                  3.9452531034414856E-001                  1.2864098760422105E+000                  2.3743801733013960E-004                  8.5456545009918994E-001                  7.3544309807538029E+003                  1.3235501495048696E+000                  1.2501177678595637E-001                  1.2501177678595637E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1125891035842663E-002                  3.5846055609252369E-027                  3.5846055609252362E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4340794280194867E-028                  0.0000000000000000E+000                 -1.3997761658765828E+000                  7.0868709057045132E-001                  1.3314288837850006E-003                  2.7993469220202521E-001                  1.7789381770402758E-003                  9.3093266926526981E-004                  5.6019023787544954E-003                  1.2564618982422384E-003                  4.7855322043634138E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9400825589658016E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.5845555812036720E-001                  1.0616617483404104E+001                  5.3144913570618890E+001                  7.3558015852984781E+003                 -7.6226265685490899E+000                  3.6800025152742895E+000                  1.9838709848628901E+012                  2.0220865501931240E+001                  1.6390799379591408E+008                  1.6544528770496967E+000                  3.9452529482040610E-001                  1.2864099806693097E+000                  2.3743024874421702E-004                  8.5456545009918994E-001                  7.3544780309152002E+003                  1.3235543832777210E+000                  1.2501291674508500E-001                  1.2501291674508500E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1126016114212550E-002                  3.5846257473228350E-027                  3.5846257473228350E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4340875039143181E-028                  0.0000000000000000E+000                 -1.3997624626593448E+000                  7.0868709057045132E-001                  1.3314288837850006E-003                  2.7993469220202521E-001                  1.7789381770402760E-003                  9.3093266926526992E-004                  5.6019023787544954E-003                  1.2564618982422384E-003                  4.7855322043634149E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9400846840355406E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.5845555811967098E-001                  1.0616617361745975E+001                  5.3144913570619394E+001                  7.3558624061272612E+003                 -7.6226234078434274E+000                  3.6800029641892182E+000                  1.9838714382983784E+012                  2.0220860353765996E+001                  1.6390799243868190E+008                  1.6544528185582812E+000                  3.9452527475501631E-001                  1.2864101159050616E+000                  2.3742020783003914E-004                  8.5456545009918994E-001                  7.3545388462715255E+003                  1.3235598557354638E+000                  1.2501405670605978E-001                  1.2501405670605978E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1126177786515290E-002                  3.5846518394779656E-027                  3.5846518394779656E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4340979425029638E-028                  0.0000000000000000E+000                 -1.3997447506049443E+000                  7.0868709057045121E-001                  1.3314288837850006E-003                  2.7993469220202521E-001                  1.7789381770402760E-003                  9.3093266926526971E-004                  5.6019023787544954E-003                  1.2564618982422384E-003                  4.7855322043634143E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9400874308113430E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.5845555811856720E-001                  1.0616617168903684E+001                  5.3144913570620197E+001                  7.3559369933930329E+003                 -7.6226195317739558E+000                  3.6800035147158399E+000                  1.9838719943700581E+012                  2.0220854040418310E+001                  1.6390799077430683E+008                  1.6544527468277910E+000                  3.9452525014801898E-001                  1.2864102817485166E+000                  2.3740789494200670E-004                  8.5456545009918994E-001                  7.3546134268261203E+003                  1.3235665669124510E+000                  1.2501586369421738E-001                  1.2501586369421738E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1126376053148765E-002                  3.5846838373405568E-027                  3.5846838373405568E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4341107437653910E-028                  0.0000000000000000E+000                 -1.3997230298982308E+000                  7.0868709057045132E-001                  1.3314288837850006E-003                  2.7993469220202521E-001                  1.7789381770402760E-003                  9.3093266926526981E-004                  5.6019023787544954E-003                  1.2564618982422384E-003                  4.7855322043634143E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9400907992873961E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 9.5845555811746352E-001                  1.0616616976063129E+001                  5.3144913570620993E+001                  7.3560488742997304E+003                 -7.6226137177571633E+000                  3.6800043405091327E+000                  1.9838728284835400E+012                  2.0220844570545417E+001                  1.6390798827792075E+008                  1.6544526392322898E+000                  3.9452521323764883E-001                  1.2864105305088378E+000                  2.3738942715121006E-004                  8.5456545009918994E-001                  7.3547252976659474E+003                  1.3235766337827040E+000                  1.2501767068720168E-001                  1.2501767068720168E-001                  0.0000000000000000E+000                  4.2315979555147035E-005                  2.1126673454610691E-002                  3.5847318339483828E-027                  3.5847318339483828E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4341299455845952E-028                  0.0000000000000000E+000                 -1.3996904495700517E+000                  7.0868709057045132E-001                  1.3314288837850006E-003                  2.7993469220202521E-001                  1.7789381770402760E-003                  9.3093266926526981E-004                  5.6019023787544954E-003                  1.2564618982422384E-003                  4.7855322043634143E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9400958519565123E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  4.5601530002364203E+000 
                 9.5845555811525585E-001                  1.0616616590387048E+001                  5.3144913570622599E+001                  7.3562726361456744E+003                 -7.6226020900398659E+000                  3.6800059921096873E+000                  1.9838744967339197E+012                  2.0220825631338858E+001                  1.6390798328572696E+008                  1.6544524240420984E+000                  3.9452513941739420E-001                  1.2864110280125272E+000                  2.3735249707582877E-004                  8.5456545009918994E-001                  7.3549490393777514E+003                  1.3235967679232019E+000                  1.2502128468873061E-001                  1.2502128468873061E-001                  0.0000000000000000E+000                  2.8644557922608276E-004                  2.1127268263061771E-002                  3.5848278264809773E-027                  3.5848278264809773E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4341683489497357E-028                  0.0000000000000000E+000                 -1.3996252915779557E+000                  7.0868709057045132E-001                  1.3314288837850006E-003                  2.7993469220202521E-001                  1.7789381770402760E-003                  9.3093266926526981E-004                  5.6019023787544954E-003                  1.2564618982422384E-003                  4.7855322043634143E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9401059571453015E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  5.3906917971115664E+000 
                 9.5845555811084093E-001                  1.0616615819055559E+001                  5.3144913570625796E+001                  7.3566644940467568E+003                 -7.6225817282878410E+000                  3.6800088844874637E+000                  1.9838774182998474E+012                  2.0220792466235224E+001                  1.6390797454494512E+008                  1.6544520471977981E+000                  3.9452501014302199E-001                  1.2864118992015423E+000                  2.3728784169301697E-004                  8.5456545009918994E-001                  7.3553408620180326E+003                  1.3236320287246122E+000                  1.2502851274892679E-001                  1.2502851274892679E-001                  0.0000000000000000E+000                  8.3000917181214062E-004                  2.1128309925688180E-002                  3.5849959289638690E-027                  3.5849959289638690E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4342356010667181E-028                  0.0000000000000000E+000                 -1.3995111938084897E+000                  7.0868709057045132E-001                  1.3314288837850006E-003                  2.7993469220202521E-001                  1.7789381770402760E-003                  9.3093266926526981E-004                  5.6019023787544954E-003                  1.2564618982422384E-003                  4.7855322043634143E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9401236531804262E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  5.8527347073973814E+000 
                 9.5845555810365834E-001                  1.0616614564280807E+001                  5.3144913570631012E+001                  7.3571498608637803E+003                 -7.6225565094449523E+000                  3.6800124671757635E+000                  1.9838810371957712E+012                  2.0220751390098474E+001                  1.6390796372079724E+008                  1.6544515804320752E+000                  3.9452485002318149E-001                  1.2864129781930131E+000                  2.3720778828193584E-004                  8.5456545009918994E-001                  7.3558261851574180E+003                  1.3236757063619899E+000                  1.2504027179736116E-001                  1.2504027179736116E-001                  0.0000000000000000E+000                  1.3344143206806291E-003                  2.1129600191829818E-002                  3.5852041415293893E-027                  3.5852041415293893E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4343188998709521E-028                  0.0000000000000000E+000                 -1.3993698844389471E+000                  7.0868709057045132E-001                  1.3314288837850006E-003                  2.7993469220202521E-001                  1.7789381770402760E-003                  9.3093266926526981E-004                  5.6019023787544954E-003                  1.2564618982422384E-003                  4.7855322043634143E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9401455713274729E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  6.0589459962678172E+000 
